model,k-shot,target,scope_id,kw_context,vl_propform,acc_mean,prec_mean,rec_mean,f1_mean,var_by_acc,var_by_f1
LLaMA,6,Real2,4,0,1,0.53,0.44,0.53,0.431,0.0016,0.010027
LLaMA,6,Real2,1,0,1,0.51,0.362,0.51,0.387,0.0024,0.007782
LLaMA,6,Real2,3,0,0,0.51,0.446,0.51,0.424,0.0034,0.009829
LLaMA,6,Real2,1,1,0,0.5,0.45,0.5,0.396,0.001,0.004542
LLaMA,6,Real2,4,0,0,0.5,0.426,0.5,0.402,0.003,0.005454
LLaMA,6,Real2,4,1,1,0.5,0.376,0.5,0.402,0.003,0.011052
LLaMA,6,Real2,5,1,1,0.5,0.307,0.5,0.372,0.001,0.007914
LLaMA,6,Real2,5,1,0,0.48,0.353,0.48,0.375,0.0026,0.005583
LLaMA,6,Real2,1,1,1,0.47,0.337,0.47,0.373,0.0036,0.006563
LLaMA,6,Real2,2,1,0,0.47,0.323,0.47,0.366,0.0006,0.002512
LLaMA,6,Real2,2,1,1,0.46,0.324,0.46,0.36,0.0014,0.002999
LLaMA,6,Real3,4,0,0,0.59,0.653,0.59,0.531,0.0054,0.012746
LLaMA,6,Real3,2,1,0,0.58,0.712,0.58,0.508,0.0016,0.008251
LLaMA,6,Real3,5,0,0,0.57,0.671,0.57,0.503,0.0056,0.008635
LLaMA,6,Real3,5,0,1,0.57,0.456,0.57,0.455,0.0096,0.02716
LLaMA,6,Real3,1,1,0,0.56,0.473,0.56,0.468,0.0054,0.01914
LLaMA,6,Real3,3,0,0,0.56,0.612,0.56,0.504,0.0014,0.003415
LLaMA,6,Real3,3,1,0,0.56,0.652,0.56,0.488,0.0024,0.007423
LLaMA,6,Real3,4,1,0,0.56,0.658,0.56,0.495,0.0004,0.001291
LLaMA,6,Real3,5,1,0,0.56,0.573,0.56,0.483,0.0014,0.008867
LLaMA,6,Real3,2,0,0,0.55,0.574,0.55,0.51,0.001,0.002166
LLaMA,6,Real3,4,0,1,0.55,0.633,0.55,0.467,0.007,0.012649
LLaMA,6,Real3,5,1,1,0.55,0.545,0.55,0.433,0.003,0.011478
LLaMA,6,Real3,3,0,1,0.53,0.668,0.53,0.452,0.0046,0.003185
LLaMA,6,Real3,1,0,0,0.52,0.524,0.52,0.437,0.0026,0.007736
LLaMA,6,Real3,4,1,1,0.5,0.443,0.5,0.391,0.001,0.002432
LLaMA,6,Real3,1,1,1,0.48,0.319,0.48,0.358,0.0096,0.011799
LLaMA,6,Real3,2,1,1,0.48,0.337,0.48,0.366,0.0006,0.002712
LLaMA,6,Real3,3,1,1,0.48,0.309,0.48,0.368,0.0056,0.013954
LLaMA,6,Real3,2,0,1,0.46,0.405,0.46,0.367,0.0024,0.003357
LLaMA,6,Real3,1,0,1,0.45,0.285,0.45,0.341,0.006,0.007382
LLaMA,6,Real_i,4,0,0,0.68,0.759,0.68,0.654,0.0036,0.005062
LLaMA,6,Real_i,4,1,0,0.61,0.634,0.61,0.574,0.0094,0.015035
LLaMA,6,Real_i,3,0,0,0.58,0.675,0.58,0.523,0.0046,0.007576
LLaMA,6,Real_i,4,0,1,0.58,0.704,0.58,0.513,0.0016,0.006127
LLaMA,6,Real_i,3,1,0,0.57,0.737,0.57,0.483,0.0006,0.003687
LLaMA,6,Real_i,3,1,1,0.57,0.548,0.57,0.465,0.0056,0.018842
LLaMA,6,Real_i,4,1,1,0.57,0.481,0.57,0.48,0.0076,0.023593
LLaMA,6,Real_i,2,1,0,0.56,0.632,0.56,0.478,0.0034,0.009601
LLaMA,6,Real_i,1,1,0,0.55,0.688,0.55,0.469,0.0,0.002006
LLaMA,6,Real_i,2,0,0,0.55,0.522,0.55,0.451,0.002,0.00923
LLaMA,6,Real_i,3,0,1,0.55,0.547,0.55,0.471,0.002,0.010563
LLaMA,6,Real_i,2,1,1,0.52,0.399,0.52,0.41,0.0046,0.011132
LLaMA,6,Real_i,1,0,0,0.5,0.552,0.5,0.423,0.004,0.005757
LLaMA,6,Real_i,2,0,1,0.5,0.392,0.5,0.375,0.001,0.002557
LLaMA,6,Real_i,1,1,1,0.49,0.319,0.49,0.377,0.0094,0.019234
LLaMA,6,Real_i,1,0,1,0.47,0.324,0.47,0.366,0.0016,0.003624
LLaMA,6,RealΩ,5,1,0,0.55,0.414,0.55,0.442,0.004,0.0179
LLaMA,6,RealΩ,5,0,0,0.52,0.564,0.52,0.443,0.0016,0.005948
LLaMA,6,RealΩ,3,1,0,0.51,0.453,0.51,0.41,0.0004,0.004256
LLaMA,6,RealΩ,4,0,1,0.51,0.484,0.51,0.4,0.0044,0.005224
LLaMA,6,RealΩ,4,1,0,0.51,0.41,0.51,0.392,0.0014,0.008014
LLaMA,6,RealΩ,5,0,1,0.51,0.378,0.51,0.401,0.0014,0.008805
LLaMA,6,RealΩ,3,1,1,0.5,0.443,0.5,0.391,0.001,0.002432
LLaMA,6,RealΩ,4,0,0,0.5,0.46,0.5,0.429,0.007,0.009154
LLaMA,6,RealΩ,1,0,1,0.49,0.347,0.49,0.376,0.0004,0.004831
LLaMA,6,RealΩ,1,1,0,0.49,0.43,0.49,0.393,0.0004,0.001508
LLaMA,6,RealΩ,2,1,0,0.49,0.35,0.49,0.377,0.0024,0.003678
LLaMA,6,RealΩ,3,0,0,0.49,0.38,0.49,0.398,0.0004,0.004429
LLaMA,6,RealΩ,2,0,0,0.48,0.554,0.48,0.418,0.0086,0.003676
LLaMA,6,RealΩ,3,0,1,0.48,0.412,0.48,0.374,0.0026,0.001503
LLaMA,6,RealΩ,4,1,1,0.48,0.394,0.48,0.371,0.0046,0.006975
LLaMA,6,RealΩ,2,1,1,0.47,0.284,0.47,0.347,0.0016,0.002929
LLaMA,6,RealΩ,5,1,1,0.47,0.274,0.47,0.337,0.0016,0.000439
LLaMA,6,RealΩ,1,0,0,0.46,0.338,0.46,0.364,0.0014,0.001578
LLaMA,6,RealΩ,1,1,1,0.45,0.245,0.45,0.313,0.01,0.001619
LLaMA,6,RealΩ,2,0,1,0.45,0.257,0.45,0.322,0.006,0.000201
LLaMA,6,Redun,3,0,0,0.64,0.783,0.64,0.573,0.0094,0.020221
LLaMA,6,Redun,3,0,1,0.61,0.75,0.61,0.539,0.0094,0.019815
LLaMA,6,Redun,3,1,0,0.6,0.758,0.6,0.521,0.004,0.011839
LLaMA,6,Redun,3,1,1,0.6,0.669,0.6,0.512,0.007,0.018391
LLaMA,6,Redun,1,1,0,0.59,0.657,0.59,0.504,0.0034,0.011733
LLaMA,6,Redun,1,0,0,0.58,0.694,0.58,0.514,0.0036,0.008425
LLaMA,6,Redun,1,0,1,0.58,0.516,0.58,0.499,0.0046,0.018574
LLaMA,6,Redun,1,1,1,0.58,0.545,0.58,0.488,0.0046,0.017577
LLaMA,6,Redun,2,0,0,0.58,0.663,0.58,0.516,0.0046,0.010329
LLaMA,6,Redun,2,0,1,0.52,0.483,0.52,0.43,0.0006,0.004398
LLaMA,6,Redun,2,1,0,0.51,0.546,0.51,0.415,0.0024,0.004917
LLaMA,6,Redun,2,1,1,0.48,0.345,0.48,0.368,0.0006,0.004312
LLaMA,6,Result2,2,1,0,0.7,0.745,0.7,0.68,0.007,0.01059
LLaMA,6,Result2,2,0,0,0.68,0.772,0.68,0.648,0.0026,0.006017
LLaMA,6,Result2,1,0,0,0.64,0.709,0.64,0.611,0.0014,0.001579
LLaMA,6,Result2,1,0,1,0.64,0.741,0.64,0.601,0.0024,0.004841
LLaMA,6,Result2,2,0,1,0.62,0.652,0.62,0.549,0.0076,0.021648
LLaMA,6,Result2,1,1,1,0.61,0.74,0.61,0.554,0.0034,0.006172
LLaMA,6,Result2,1,1,0,0.59,0.646,0.59,0.551,0.0024,0.007077
LLaMA,6,Result2,2,1,1,0.58,0.614,0.58,0.502,0.0026,0.009841
LLaMA,6,S0,1,0,0,0.73,0.814,0.73,0.708,0.0026,0.004359
LLaMA,6,S0,2,0,0,0.69,0.779,0.69,0.663,0.0014,0.002371
LLaMA,6,S0,2,1,0,0.69,0.786,0.69,0.651,0.0094,0.018152
LLaMA,6,S0,2,0,1,0.68,0.777,0.68,0.644,0.0076,0.012081
LLaMA,6,S0,1,0,1,0.67,0.677,0.67,0.62,0.0086,0.023448
LLaMA,6,S0,1,1,0,0.67,0.656,0.67,0.625,0.0086,0.024101
LLaMA,6,S0,2,1,1,0.64,0.781,0.64,0.58,0.0054,0.012452
LLaMA,6,S0,1,1,1,0.63,0.669,0.63,0.554,0.0146,0.031253
LLaMA,6,S1,2,0,1,0.69,0.749,0.69,0.663,0.0074,0.011812
LLaMA,6,S1,2,1,0,0.69,0.722,0.69,0.664,0.0114,0.019217
LLaMA,6,S1,2,0,0,0.67,0.736,0.67,0.647,0.0056,0.006629
LLaMA,6,S1,2,1,1,0.63,0.657,0.63,0.562,0.0106,0.026368
LLaMA,6,S1,4,1,1,0.61,0.695,0.61,0.564,0.0024,0.0056
LLaMA,6,S1,1,0,1,0.6,0.646,0.6,0.56,0.007,0.010605
LLaMA,6,S1,1,1,0,0.58,0.556,0.58,0.528,0.0156,0.027697
LLaMA,6,S1,3,0,1,0.57,0.539,0.57,0.514,0.0106,0.022148
LLaMA,6,S1,4,0,1,0.57,0.59,0.57,0.547,0.0006,0.000818
LLaMA,6,S1,1,1,1,0.56,0.481,0.56,0.488,0.0074,0.021413
LLaMA,6,S1,3,1,0,0.56,0.53,0.56,0.521,0.0034,0.011628
LLaMA,6,S1,3,1,1,0.56,0.53,0.56,0.505,0.0034,0.010856
LLaMA,6,S1,4,1,0,0.55,0.518,0.55,0.512,0.005,0.01266
LLaMA,6,S1,4,0,0,0.54,0.576,0.54,0.511,0.0034,0.003424
LLaMA,6,S1,1,0,0,0.53,0.614,0.53,0.459,0.0066,0.00891
LLaMA,6,S1,3,0,0,0.5,0.487,0.5,0.459,0.012,0.016787
LLaMA,6,S2,4,0,1,0.58,0.497,0.58,0.502,0.0046,0.019896
LLaMA,6,S2,4,1,1,0.58,0.559,0.58,0.475,0.0086,0.023869
LLaMA,6,S2,2,0,0,0.56,0.617,0.56,0.479,0.0034,0.008091
LLaMA,6,S2,4,1,0,0.55,0.664,0.55,0.491,0.002,0.001072
LLaMA,6,S2,2,0,1,0.52,0.608,0.52,0.451,0.0046,0.004674
LLaMA,6,S2,2,1,1,0.51,0.321,0.51,0.379,0.0024,0.010544
LLaMA,6,S2,4,0,0,0.51,0.41,0.51,0.433,0.0074,0.017707
LLaMA,6,S2,1,1,1,0.49,0.355,0.49,0.379,0.0024,0.007868
LLaMA,6,S2,3,1,1,0.49,0.323,0.49,0.365,0.0044,0.009895
LLaMA,6,S2,2,1,0,0.48,0.479,0.48,0.403,0.0076,0.00799
LLaMA,6,S2,3,0,0,0.48,0.46,0.48,0.405,0.0026,0.003353
LLaMA,6,S2,1,0,1,0.46,0.399,0.46,0.366,0.0054,0.001747
LLaMA,6,S2,1,1,0,0.46,0.352,0.46,0.375,0.0054,0.005277
LLaMA,6,S2,3,1,0,0.45,0.354,0.45,0.367,0.002,0.003097
LLaMA,6,S2,1,0,0,0.42,0.313,0.42,0.347,0.0026,0.006615
LLaMA,6,S2,3,0,1,0.42,0.35,0.42,0.35,0.0006,0.001184
LLaMA,6,S3,2,0,0,0.66,0.781,0.66,0.606,0.0094,0.020973
LLaMA,6,S3,3,0,0,0.63,0.724,0.63,0.584,0.0036,0.007141
LLaMA,6,S3,3,1,0,0.63,0.644,0.63,0.575,0.0046,0.015065
LLaMA,6,S3,3,0,1,0.61,0.743,0.61,0.544,0.0034,0.009514
LLaMA,6,S3,4,0,1,0.61,0.674,0.61,0.569,0.0034,0.009024
LLaMA,6,S3,4,0,0,0.59,0.676,0.59,0.546,0.0004,0.000957
LLaMA,6,S3,4,1,1,0.59,0.637,0.59,0.506,0.0054,0.018143
LLaMA,6,S3,1,1,0,0.58,0.624,0.58,0.549,0.0026,0.002744
LLaMA,6,S3,2,0,1,0.58,0.576,0.58,0.511,0.0116,0.023413
LLaMA,6,S3,2,1,1,0.58,0.533,0.58,0.486,0.0066,0.022812
LLaMA,6,S3,1,0,1,0.57,0.554,0.57,0.511,0.0086,0.019219
LLaMA,6,S3,1,1,1,0.57,0.594,0.57,0.493,0.0046,0.01289
LLaMA,6,S3,3,1,1,0.57,0.539,0.57,0.471,0.0056,0.0183
LLaMA,6,S3,4,1,0,0.56,0.649,0.56,0.515,0.0044,0.004769
LLaMA,6,S3,1,0,0,0.55,0.558,0.55,0.5,0.005,0.009869
LLaMA,6,S3,2,1,0,0.55,0.53,0.55,0.495,0.008,0.016938
LLaMA,6,S_i,3,0,0,0.59,0.497,0.59,0.518,0.0064,0.024191
LLaMA,6,S_i,1,0,0,0.56,0.573,0.56,0.49,0.0074,0.015423
LLaMA,6,S_i,1,1,0,0.55,0.628,0.55,0.483,0.002,0.004952
LLaMA,6,S_i,3,1,1,0.54,0.47,0.54,0.473,0.0054,0.017772
LLaMA,6,S_i,1,0,1,0.52,0.572,0.52,0.451,0.0006,0.000894
LLaMA,6,S_i,3,0,1,0.52,0.446,0.52,0.461,0.0076,0.019696
LLaMA,6,S_i,3,1,0,0.52,0.513,0.52,0.484,0.0096,0.013868
LLaMA,6,S_i,1,1,1,0.51,0.5,0.51,0.425,0.0014,0.004441
LLaMA,6,S_i,2,0,0,0.51,0.41,0.51,0.434,0.0064,0.016798
LLaMA,6,S_i,2,1,0,0.5,0.488,0.5,0.456,0.003,0.006481
LLaMA,6,S_i,2,0,1,0.49,0.406,0.49,0.419,0.0024,0.00968
LLaMA,6,S_i,2,1,1,0.48,0.344,0.48,0.385,0.0016,0.00723
LLaMA,6,Sing,3,1,0,0.7,0.798,0.7,0.669,0.003,0.006336
LLaMA,6,Sing,3,0,0,0.68,0.74,0.68,0.651,0.0076,0.011876
LLaMA,6,Sing,3,0,1,0.67,0.796,0.67,0.618,0.0086,0.017614
LLaMA,6,Sing,2,0,0,0.63,0.686,0.63,0.593,0.0046,0.008568
LLaMA,6,Sing,2,0,1,0.61,0.71,0.61,0.551,0.0054,0.011508
LLaMA,6,Sing,2,1,0,0.61,0.67,0.61,0.571,0.0034,0.006164
LLaMA,6,Sing,1,0,0,0.59,0.621,0.59,0.553,0.0034,0.00658
LLaMA,6,Sing,1,0,1,0.59,0.654,0.59,0.533,0.0044,0.00865
LLaMA,6,Sing,3,1,1,0.58,0.529,0.58,0.503,0.0076,0.022026
LLaMA,6,Sing,2,1,1,0.56,0.507,0.56,0.467,0.0034,0.016683
LLaMA,6,Sing,1,1,0,0.53,0.487,0.53,0.48,0.0006,0.005891
LLaMA,6,Sing,1,1,1,0.5,0.433,0.5,0.391,0.001,0.003348
LLaMA,6,Sinstr,2,0,1,0.55,0.497,0.55,0.456,0.002,0.013261
LLaMA,6,Sinstr,3,0,0,0.53,0.615,0.53,0.461,0.0006,0.002498
LLaMA,6,Sinstr,2,0,0,0.52,0.456,0.52,0.436,0.0056,0.01123
LLaMA,6,Sinstr,2,1,1,0.52,0.473,0.52,0.43,0.0026,0.00799
LLaMA,6,Sinstr,4,0,1,0.52,0.422,0.52,0.439,0.0046,0.015503
LLaMA,6,Sinstr,3,0,1,0.5,0.365,0.5,0.41,0.004,0.013977
LLaMA,6,Sinstr,4,1,0,0.49,0.366,0.49,0.398,0.0044,0.013082
LLaMA,6,Sinstr,4,0,0,0.48,0.381,0.48,0.392,0.0046,0.00615
LLaMA,6,Sinstr,4,1,1,0.48,0.352,0.48,0.392,0.0046,0.01138
LLaMA,6,Sinstr,1,0,0,0.47,0.361,0.47,0.386,0.0046,0.006146
LLaMA,6,Sinstr,1,0,1,0.46,0.35,0.46,0.38,0.0034,0.004855
LLaMA,6,Sinstr,2,1,0,0.46,0.407,0.46,0.394,0.0034,0.002691
LLaMA,6,Sinstr,3,1,1,0.45,0.318,0.45,0.359,0.003,0.009299
LLaMA,6,Sinstr,1,1,1,0.43,0.307,0.43,0.335,0.0056,0.000654
LLaMA,6,Sinstr,3,1,0,0.41,0.302,0.41,0.33,0.0014,0.000267
LLaMA,6,Sinstr,1,1,0,0.38,0.268,0.38,0.303,0.0066,0.000425
LLaMA,6,Sloc,1,0,0,0.72,0.814,0.72,0.692,0.0046,0.007629
LLaMA,6,Sloc,1,1,0,0.71,0.803,0.71,0.683,0.0034,0.005553
LLaMA,6,Sloc,4,0,0,0.69,0.765,0.69,0.663,0.0034,0.005668
LLaMA,6,Sloc,2,0,0,0.68,0.801,0.68,0.624,0.0156,0.030382
LLaMA,6,Sloc,4,1,0,0.67,0.751,0.67,0.639,0.0016,0.004553
LLaMA,6,Sloc,3,0,0,0.65,0.745,0.65,0.612,0.005,0.00745
LLaMA,6,Sloc,1,1,1,0.64,0.772,0.64,0.583,0.0054,0.012856
LLaMA,6,Sloc,3,0,1,0.64,0.766,0.64,0.583,0.0054,0.013123
LLaMA,6,Sloc,3,1,0,0.64,0.679,0.64,0.617,0.0054,0.007386
LLaMA,6,Sloc,1,0,1,0.63,0.67,0.63,0.577,0.0166,0.027341
LLaMA,6,Sloc,2,0,1,0.61,0.753,0.61,0.536,0.0054,0.015212
LLaMA,6,Sloc,2,1,0,0.61,0.675,0.61,0.574,0.0004,0.001518
LLaMA,6,Sloc,3,1,1,0.6,0.651,0.6,0.529,0.009,0.021356
LLaMA,6,Sloc,4,0,1,0.6,0.54,0.6,0.518,0.007,0.023791
LLaMA,6,Sloc,4,1,1,0.59,0.672,0.59,0.53,0.0054,0.010907
LLaMA,6,Sloc,2,1,1,0.57,0.65,0.57,0.481,0.0066,0.016339
LLaMA,6,Sres,2,0,0,0.79,0.819,0.79,0.783,0.0044,0.005145
LLaMA,6,Sres,2,1,0,0.75,0.788,0.75,0.741,0.003,0.003657
LLaMA,6,Sres,1,1,0,0.74,0.763,0.74,0.724,0.0114,0.016829
LLaMA,6,Sres,3,0,0,0.74,0.766,0.74,0.73,0.0054,0.007585
LLaMA,6,Sres,2,0,1,0.71,0.783,0.71,0.687,0.0044,0.006161
LLaMA,6,Sres,2,1,1,0.71,0.813,0.71,0.674,0.0094,0.015664
LLaMA,6,Sres,1,0,0,0.68,0.743,0.68,0.653,0.0046,0.007715
LLaMA,6,Sres,1,0,1,0.67,0.736,0.67,0.64,0.0056,0.009143
LLaMA,6,Sres,4,0,0,0.65,0.679,0.65,0.629,0.003,0.005713
LLaMA,6,Sres,3,1,0,0.64,0.653,0.64,0.607,0.0094,0.018343
LLaMA,6,Sres,4,0,1,0.64,0.72,0.64,0.606,0.0014,0.003051
LLaMA,6,Sres,1,1,1,0.62,0.725,0.62,0.557,0.0096,0.019637
LLaMA,6,Sres,3,0,1,0.61,0.616,0.61,0.577,0.0104,0.01796
LLaMA,6,Sres,4,1,0,0.61,0.614,0.61,0.57,0.0094,0.019644
LLaMA,6,Sres,3,1,1,0.55,0.595,0.55,0.471,0.003,0.009349
LLaMA,6,Sres,4,1,1,0.55,0.645,0.55,0.473,0.001,0.004753
LLaMA,6,Subst_sens_opposé,1,0,0,0.56,0.644,0.56,0.513,0.0034,0.001998
LLaMA,6,Subst_sens_opposé,2,0,0,0.56,0.674,0.56,0.502,0.0014,0.001612
LLaMA,6,Subst_sens_opposé,1,1,0,0.55,0.639,0.55,0.497,0.008,0.007346
LLaMA,6,Subst_sens_opposé,2,0,1,0.52,0.636,0.52,0.449,0.0036,0.001471
LLaMA,6,Subst_sens_opposé,2,1,0,0.52,0.612,0.52,0.454,0.0016,0.001107
LLaMA,6,Subst_sens_opposé,2,1,1,0.52,0.464,0.52,0.409,0.0006,0.00585
LLaMA,6,Subst_sens_opposé,1,0,1,0.48,0.561,0.48,0.418,0.0046,0.000823
LLaMA,6,Subst_sens_opposé,1,1,1,0.48,0.37,0.48,0.388,0.0006,0.002757
LLaMA,6,Subst_sens_similaire,1,1,0,0.75,0.83,0.75,0.729,0.005,0.007657
LLaMA,6,Subst_sens_similaire,1,0,0,0.71,0.798,0.71,0.674,0.0094,0.01947
LLaMA,6,Subst_sens_similaire,1,0,1,0.7,0.771,0.7,0.678,0.003,0.005116
LLaMA,6,Subst_sens_similaire,1,1,1,0.66,0.784,0.66,0.61,0.0054,0.0129
LLaMA,6,Subst_sens_similaire,2,0,1,0.58,0.547,0.58,0.533,0.0026,0.011166
LLaMA,6,Subst_sens_similaire,2,1,1,0.56,0.626,0.56,0.505,0.0004,0.002786
LLaMA,6,Subst_sens_similaire,2,1,0,0.55,0.603,0.55,0.512,0.001,0.002235
LLaMA,6,Subst_sens_similaire,2,0,0,0.54,0.542,0.54,0.506,0.0054,0.0088
LLaMA,6,Substitutive,1,1,1,0.49,0.366,0.49,0.393,0.0034,0.012007
LLaMA,6,Substitutive,1,1,0,0.47,0.325,0.47,0.364,0.0006,0.004786
LLaMA,6,Substitutive,1,0,1,0.41,0.368,0.41,0.352,0.0024,0.000739
LLaMA,6,Substitutive,1,0,0,0.34,0.291,0.34,0.288,0.0134,0.004991
LLaMA,6,Syn,2,1,0,0.67,0.717,0.67,0.656,0.0026,0.00277
LLaMA,6,Syn,3,1,1,0.66,0.742,0.66,0.624,0.0034,0.010129
LLaMA,6,Syn,2,0,1,0.64,0.719,0.64,0.601,0.0044,0.00835
LLaMA,6,Syn,3,1,0,0.63,0.657,0.63,0.611,0.0026,0.003492
LLaMA,6,Syn,2,0,0,0.62,0.705,0.62,0.57,0.0086,0.016182
LLaMA,6,Syn,2,1,1,0.62,0.707,0.62,0.579,0.0006,0.001828
LLaMA,6,Syn,3,0,0,0.59,0.708,0.59,0.533,0.0004,0.003225
LLaMA,6,Syn,1,1,1,0.57,0.576,0.57,0.502,0.0026,0.00922
LLaMA,6,Syn,3,0,1,0.55,0.613,0.55,0.491,0.001,0.003147
LLaMA,6,Syn,1,0,1,0.52,0.512,0.52,0.456,0.0026,0.007186
LLaMA,6,Syn,1,0,0,0.51,0.511,0.51,0.447,0.0004,0.002994
LLaMA,6,Syn,1,1,0,0.51,0.46,0.51,0.449,0.0004,0.005426
LLaMA,6,Unité,2,1,1,0.62,0.686,0.62,0.562,0.0186,0.02951
LLaMA,6,Unité,2,0,0,0.6,0.688,0.6,0.55,0.002,0.005836
LLaMA,6,Unité,2,0,1,0.59,0.548,0.59,0.495,0.0084,0.025979
LLaMA,6,Unité,2,1,0,0.57,0.5,0.57,0.506,0.0106,0.026714
LLaMA,6,Unité,1,0,0,0.55,0.567,0.55,0.509,0.001,0.003716
LLaMA,6,Unité,1,0,1,0.55,0.607,0.55,0.494,0.007,0.010609
LLaMA,6,Unité,1,1,0,0.52,0.582,0.52,0.469,0.0036,0.002478
LLaMA,6,Unité,1,1,1,0.52,0.555,0.52,0.433,0.0046,0.007182
LLaMA,6,V0,3,0,0,0.89,0.912,0.89,0.888,0.0024,0.002694
LLaMA,6,V0,3,0,1,0.82,0.847,0.82,0.814,0.0096,0.011186
LLaMA,6,V0,1,0,0,0.81,0.838,0.81,0.803,0.0044,0.005847
LLaMA,6,V0,3,1,0,0.8,0.848,0.8,0.786,0.009,0.012616
LLaMA,6,V0,3,1,1,0.78,0.831,0.78,0.766,0.0076,0.010662
LLaMA,6,V0,2,0,0,0.77,0.838,0.77,0.75,0.0076,0.013251
LLaMA,6,V0,1,1,0,0.75,0.731,0.75,0.706,0.024,0.046721
LLaMA,6,V0,1,0,1,0.73,0.795,0.73,0.708,0.0066,0.011272
LLaMA,6,V0,2,1,0,0.73,0.781,0.73,0.709,0.0076,0.013038
LLaMA,6,V0,2,0,1,0.72,0.785,0.72,0.698,0.0046,0.008849
LLaMA,6,V0,2,1,1,0.7,0.777,0.7,0.675,0.004,0.007454
LLaMA,6,V0,1,1,1,0.69,0.789,0.69,0.65,0.0074,0.016018
LLaMA,6,V_collocation_ajout_de_sens,2,0,0,0.6,0.572,0.6,0.539,0.016,0.031874
LLaMA,6,V_collocation_ajout_de_sens,2,0,1,0.59,0.549,0.59,0.519,0.0144,0.03123
LLaMA,6,V_collocation_ajout_de_sens,2,1,0,0.53,0.459,0.53,0.446,0.0066,0.017999
LLaMA,6,V_collocation_ajout_de_sens,2,1,1,0.49,0.356,0.49,0.38,0.0014,0.004796
LLaMA,6,V_collocation_ajout_de_sens,1,0,0,0.44,0.372,0.44,0.34,0.0064,0.005647
LLaMA,6,V_collocation_ajout_de_sens,1,1,1,0.43,0.291,0.43,0.334,0.0006,0.001216
LLaMA,6,V_collocation_ajout_de_sens,1,0,1,0.38,0.225,0.38,0.279,0.0066,0.001114
LLaMA,6,V_collocation_ajout_de_sens,1,1,0,0.38,0.256,0.38,0.298,0.0026,0.000107
LLaMA,6,V_dériv_sens_vide,2,0,0,0.66,0.694,0.66,0.647,0.0014,0.001429
LLaMA,6,V_dériv_sens_vide,2,1,0,0.63,0.675,0.63,0.608,0.0016,0.003382
LLaMA,6,V_dériv_sens_vide,2,0,1,0.6,0.628,0.6,0.58,0.002,0.002193
LLaMA,6,V_dériv_sens_vide,2,1,1,0.6,0.669,0.6,0.562,0.001,0.001229
LLaMA,6,V_dériv_sens_vide,1,0,0,0.53,0.534,0.53,0.509,0.0006,0.001521
LLaMA,6,V_dériv_sens_vide,1,0,1,0.53,0.553,0.53,0.497,0.0006,0.000146
LLaMA,6,V_dériv_sens_vide,1,1,0,0.53,0.485,0.53,0.487,0.0016,0.007179
LLaMA,6,V_dériv_sens_vide,1,1,1,0.49,0.522,0.49,0.398,0.0054,0.002751
LLaMA,6,Ver,3,0,0,0.64,0.727,0.64,0.598,0.0054,0.012552
LLaMA,6,Ver,3,1,0,0.62,0.644,0.62,0.557,0.0046,0.015676
LLaMA,6,Ver,1,0,0,0.6,0.694,0.6,0.547,0.003,0.007263
LLaMA,6,Ver,3,0,1,0.59,0.695,0.59,0.527,0.0024,0.008618
LLaMA,6,Ver,1,1,0,0.57,0.669,0.57,0.508,0.0016,0.005964
LLaMA,6,Ver,1,1,1,0.57,0.728,0.57,0.49,0.0016,0.00473
LLaMA,6,Ver,1,0,1,0.55,0.663,0.55,0.476,0.007,0.010276
LLaMA,6,Ver,2,0,0,0.55,0.564,0.55,0.502,0.004,0.008383
LLaMA,6,Ver,3,1,1,0.55,0.691,0.55,0.463,0.0,0.001213
LLaMA,6,Ver,2,1,1,0.53,0.575,0.53,0.434,0.0006,0.003002
LLaMA,6,Ver,2,0,1,0.52,0.531,0.52,0.463,0.0016,0.003491
LLaMA,6,Ver,2,1,0,0.51,0.463,0.51,0.416,0.0014,0.006638
LLaMA,6,Verbe_support,2,0,0,0.69,0.807,0.69,0.646,0.0094,0.016193
LLaMA,6,Verbe_support,2,1,0,0.69,0.802,0.69,0.648,0.0094,0.016345
LLaMA,6,Verbe_support,2,1,1,0.59,0.532,0.59,0.505,0.0064,0.021622
LLaMA,6,Verbe_support,2,0,1,0.58,0.707,0.58,0.511,0.0016,0.005744
LLaMA,6,Verbe_support,1,0,1,0.57,0.679,0.57,0.511,0.0066,0.007442
LLaMA,6,Verbe_support,1,0,0,0.56,0.617,0.56,0.501,0.0014,0.005901
LLaMA,6,Verbe_support,1,1,1,0.55,0.436,0.55,0.435,0.004,0.016949
LLaMA,6,Verbe_support,1,1,0,0.54,0.59,0.54,0.457,0.0024,0.008468
LLaMA,6,Verbes_causatifs,3,0,0,0.55,0.493,0.55,0.46,0.002,0.014152
LLaMA,6,Verbes_causatifs,2,0,1,0.54,0.45,0.54,0.442,0.0034,0.013989
LLaMA,6,Verbes_causatifs,3,1,0,0.54,0.539,0.54,0.472,0.0044,0.010763
LLaMA,6,Verbes_causatifs,2,0,0,0.53,0.558,0.53,0.449,0.0016,0.004351
LLaMA,6,Verbes_causatifs,1,1,1,0.51,0.448,0.51,0.421,0.0044,0.007295
LLaMA,6,Verbes_causatifs,3,0,1,0.51,0.42,0.51,0.429,0.0064,0.011736
